Unique ID,Email,Date Taken (America/New_York),Time Taken (America/New_York),Time Spent,Q1 - Which Title Best Fits your Current Role?.1,Q2 - Did you switch careers into Data?,Q3 - Current Yearly Salary (in USD),Average Salary,Q4 - What Industry do you work in?.1,Q4 - What Industry do you work in?.2,Q5 - Favorite Programming Language.1,Q6 - How Happy are you in your Current Position with the following? (Salary),Q6 - How Happy are you in your Current Position with the following? (Work/Life Balance),Q6 - How Happy are you in your Current Position with the following? (Coworkers),Q6 - How Happy are you in your Current Position with the following? (Management),Q6 - How Happy are you in your Current Position with the following? (Upward Mobility),Q6 - How Happy are you in your Current Position with the following? (Learning New Things),Q7 - How difficult was it for you to break into Data?,"Q8 - If you were to look for a new job today, what would be the most important t","Q8 - If you were to look for a new job today, what would be the most important.1",Q9 - Male/Female?,Q10 - Current Age,Q11 - Which Country do you live in?.1,Q11 - Which Country do you live in?.2,Q12 - Highest Level of Education,Q13 - Ethnicity
62a3af26cec54911e9cb1f3a,anonymous,10-Jun-22,4:52:00 PM,12:01:42 AM,Data Analyst,Yes,66k-85k,75.5,Other ,Please Specify):last mile delivery logistics,Python,8,5,9,6,6,10,Neither easy nor difficult,Remote Work,null,Male,26,United States,null,Bachelors,White or Caucasian
62a3af66f8f756164585eeb8,anonymous,10-Jun-22,4:53:00 PM,12:03:01 AM,Student/Looking/None,Yes,0-40k,20,Tech,null,Python,4,5,4,4,3,4,Very Difficult,Better Salary,null,Female,26,United States,null,Masters,Asian or Asian American
62a3b135b4da29969c63b1ed,anonymous,10-Jun-22,5:01:00 PM,12:01:18 AM,Data Analyst,Yes,41k-65k,53,Finance,null,R,2,5,5,5,4,5,Easy,Better Salary,null,Male,24,United States,null,Bachelors,White or Caucasian
62a3b255d8c00e9f541a9fd5,anonymous,10-Jun-22,5:06:00 PM,12:02:18 AM,Data Analyst,Yes,86k-105k,95.5,Other ,Please Specify):Retail,Python,4,6,3,4,4,2,Easy,Better Salary,null,Female,28,Other ,Please Specify):Ire,Masters,Other (Please Specify):Indian
62a3b314f408bae018ee0938,anonymous,10-Jun-22,5:09:00 PM,12:01:18 AM,Data Analyst,Yes,106k-125k,115.5,Other ,Please Specify):Manufacturing,R,8,8,10,9,7,5,Easy,Better Salary,null,Male,29,United States,null,Bachelors,White or Caucasian
62a3b3f6bc6861bf3177973b,anonymous,10-Jun-22,5:13:00 PM,12:01:02 AM,Data Analyst,Yes,66k-85k,75.5,Finance,null,Python,3,2,1,1,0,2,Very Difficult,Better Salary,null,Female,26,United States,null,Masters,Asian or Asian American
62a3ba4dbc6861bf31779f24,anonymous,10-Jun-22,5:40:00 PM,12:01:19 AM,Data Analyst,Yes,41k-65k,53,Other ,Please Specify):Arrosp,Python,3,5,3,3,1,1,Neither easy nor difficult,Better Salary,null,Male,28,United Kingdom,null,Bachelors,White or Caucasian
62a3baa624a262602738ff27,anonymous,10-Jun-22,5:41:00 PM,12:04:19 AM,Data Analyst,No,0-40k,20,Finance,null,Python,6,8,7,6,2,4,Easy,Other ,Please Specify):Intresting work,Male,25,Other ,Please Specify):France,Masters,White or Caucasian
62a3bc00d8c00e9f541aad66,anonymous,10-Jun-22,5:47:00 PM,12:01:30 AM,Data Analyst,Yes,66k-85k,75.5,Finance,null,R,5,7,7,3,7,9,Difficult,Better Salary,null,Female,26,United States,null,Bachelors,Asian or Asian American
62a3bf1b0a77c1a77f66a347,anonymous,10-Jun-22,6:00:00 PM,12:05:36 AM,Data Engineer,Yes,125k-150k,137.5,Healthcare,null,Python,6,3,9,5,8,8,Neither easy nor difficult,Remote Work,null,Female,38,United States,null,Masters,White or Caucasian
62a3c021f8f756164586043f,anonymous,10-Jun-22,6:05:00 PM,12:02:00 AM,Other ,Yes,0-40k,20,Other ,Please Specify):Demography and Social Statistics ,Other,0,3,3,3,4,4,Neither easy nor difficult,Better Salary,null,Female,20,Other ,Please Specify):Nigeria ,High School,Black or African American
62a3c1b1bc6861bf3177aa8c,anonymous,10-Jun-22,6:12:00 PM,12:02:04 AM,Data Analyst,No,66k-85k,75.5,Education,null,Other,4,6,7,7,2,2,Neither easy nor difficult,Remote Work,null,Female,45,United States,null,Masters,Black or African American
62a3c30324a26260273909b9,anonymous,10-Jun-22,6:17:00 PM,12:01:18 AM,Data Analyst,No,86k-105k,95.5,Other ,Please Specify):Marketing ,Python,5,3,5,6,6,4,Difficult,Good Work/Life Balance,null,Male,27,Canada,null,Masters,Other (Please Specify):Pakistani
62a3c476bc6861bf3177ad9d,anonymous,10-Jun-22,6:23:00 PM,12:02:58 AM,Data Analyst,Yes,41k-65k,53,Other ,Please Specify):Consulti,Python,3,7,7,7,7,6,Difficult,Good Culture,null,Male,28,Canada,null,Masters,Asian or Asian American
62a3c5f2cec54911e9cb3d9b,anonymous,10-Jun-22,6:30:00 PM,12:04:30 AM,Student/Looking/None,Yes,0-40k,20,Other ,Please Specify):i`m currently student,R,2,10,10,10,10,3,Neither easy nor difficult,Remote Work,null,Female,29,Other ,Please Specify):Germany,Bachelors,Other (Please Specify):Russian
62a3c7f1bc6861bf3177b06e,anonymous,10-Jun-22,6:38:00 PM,12:01:57 AM,Other ,No,41k-65k,53,Tech,null,C/C++,7,7,7,7,7,7,Neither easy nor difficult,Better Salary,null,Female,43,Other ,Please Specify):Singapore,High School,Asian or Asian American
62a3c8652e54c9003e54103e,anonymous,10-Jun-22,6:40:00 PM,12:02:27 AM,Data Analyst,Yes,0-40k,20,Finance,null,Python,0,5,9,9,0,10,Neither easy nor difficult,Remote Work,null,Male,26,Other ,Please Specify):Antigua ,Bachelors,Black or African American
62a3ca44bae91e4b8b83dcd4,anonymous,10-Jun-22,6:48:00 PM,12:04:17 AM,Student/Looking/None,No,41k-65k,53,Tech,null,Other,7,8,7,7,8,7,Neither easy nor difficult,Other ,"Please Specify):Mix of better salary, good work/life balance, remote work and good culture",Female,47,United States,null,Bachelors,Black or African American
62a3cafff8d5efcc22f8b5cb,anonymous,10-Jun-22,6:51:00 PM,12:01:42 AM,Student/Looking/None,Yes,0-40k,20,Finance,null,Python,null,null,null,8,10,10,Easy,Remote Work,null,Male,23,Other ,Please Specify):Nigeria ,Bachelors,Black or African American
62a3cbfef8d5efcc22f8b6f1,anonymous,10-Jun-22,6:55:00 PM,12:01:20 AM,Data Analyst,Yes,0-40k,20,Tech,null,Python,0,1,1,1,1,2,Very Difficult,Better Salary,null,Male,25,Other ,Please Specify):Egypt,Bachelors,Other (Please Specify):Egyp
62a3cde8f8f7561645861366,anonymous,10-Jun-22,7:04:00 PM,12:02:02 AM,Other ,No,0-40k,20,Finance,null,Python,6,6,3,7,2,4,Very Difficult,Other ,Please Specify):Learning opportunity,Male,32,Other ,Please Specify):Poland,Masters,White or Caucasian
62a3cfed0f8c8599d5b00b12,anonymous,10-Jun-22,7:12:00 PM,12:01:09 AM,Data Analyst,Yes,0-40k,20,Finance,null,Python,1,10,10,5,3,1,Neither easy nor difficult,Better Salary,null,Female,25,United States,null,Bachelors,White or Caucasian
62a3d21ef3072dd8926314d1,anonymous,10-Jun-22,7:22:00 PM,12:02:40 AM,Data Analyst,No,0-40k,20,Finance,null,Python,1,2,10,1,2,8,Difficult,Remote Work,null,Female,29,Other ,Please Specify):Venezuela,Bachelors,Hispanic or Latino
62a3d37c0a77c1a77f66bc0e,anonymous,10-Jun-22,7:27:00 PM,12:01:11 AM,Data Analyst,No,41k-65k,53,Healthcare,null,Other,3,7,5,5,3,3,Neither easy nor difficult,Better Salary,null,Female,33,United States,null,Bachelors,Asian or Asian American
62a3d8dbf8f7561645861f9d,anonymous,10-Jun-22,7:50:00 PM,12:04:51 AM,Data Analyst,No,106k-125k,115.5,Education,null,Python,6,10,10,10,7,6,Easy,Other ,Please Specify):Learning New Things,Male,36,United States,null,Masters,Asian or Asian American
62a3d9697dc029e2d66cf087,anonymous,10-Jun-22,7:53:00 PM,12:01:32 AM,Data Analyst,Yes,41k-65k,53,Healthcare,null,Python,4,10,9,3,0,10,Difficult,Good Work/Life Balance,null,Male,25,United States,null,Bachelors,White or Caucasian
62a3dac9f3072dd892631e12,anonymous,10-Jun-22,7:59:00 PM,12:03:19 AM,Data Scientist,No,150k-225k,187.5,Other ,Please Specify),Python,8,7,8,7,7,8,Neither easy nor difficult,Good Work/Life Balance,null,Male,38,United States,null,Masters,White or Caucasian
62a3dc3ab4da29969c63e3d7,anonymous,10-Jun-22,8:05:00 PM,12:03:42 AM,Data Analyst,Yes,66k-85k,75.5,Other ,Please Specify):Oil and gas,R,3,2,6,6,5,4,Difficult,Good Work/Life Balance,null,Male,30,United States,null,Masters,Other (Please Specify):Half black and half white
62a3e2abf8f75616458628d1,anonymous,10-Jun-22,8:32:00 PM,12:01:48 AM,Data Analyst,Yes,41k-65k,53,Tech,null,Python,3,5,6,6,6,7,Difficult,Good Culture,null,Male,35,United States,null,Masters,Black or African American
62a3e32bd8c00e9f541ad5f0,anonymous,10-Jun-22,8:34:00 PM,12:01:44 AM,Other ,No,41k-65k,53,Education,null,Other,0,1,10,5,0,0,Difficult,Better Salary,null,Female,42,United States,null,Bachelors,White or Caucasian
62a3ecf7bc6861bf3177d5c2,anonymous,10-Jun-22,9:16:00 PM,12:01:40 AM,Data Analyst,Yes,66k-85k,75.5,Healthcare,null,Python,3,5,4,6,4,6,Easy,Remote Work,null,Male,30,United States,null,Masters,White or Caucasian
62a3eea9bae91e4b8b8401a4,anonymous,10-Jun-22,9:23:00 PM,12:01:57 AM,Student/Looking/None,Yes,0-40k,20,Other ,Please Specify):None,Python,0,0,0,0,0,4,Very Difficult,Better Salary,null,Female,25,Other ,Please Specify):Nigeria,Bachelors,Black or African American
62a3f39df8d5efcc22f8ddc2,anonymous,10-Jun-22,9:45:00 PM,1:09:45 AM,Data Analyst,No,86k-105k,95.5,Healthcare,null,Python,5,9,5,2,5,1,Difficult,Good Culture,null,Female,28,United States,null,Bachelors,Asian or Asian American
62a3f6a25d257a28a30e9d02,anonymous,10-Jun-22,9:57:00 PM,12:04:54 AM,Data Analyst,Yes,0-40k,20,Other ,Please Specify):Manuf,Python,5,10,8,5,7,10,Very Difficult,Other ,Please Specify):Salary and expo,Male,28,Canada,null,Bachelors,Asian or Asian American
62a3f6d9bae91e4b8b8408ca,anonymous,10-Jun-22,9:58:00 PM,12:00:59 AM,Student/Looking/None,No,0-40k,20,Other ,Please Specify):Student,Other,0,0,0,0,0,0,Neither easy nor difficult,Better Salary,null,Male,20,Other ,Please Specify):Malaysia,High School,Asian or Asian American
62a3fc7c7dc029e2d66d10e8,anonymous,10-Jun-22,10:22:00 PM,12:02:26 AM,Data Analyst,Yes,106k-125k,115.5,Construction,null,Other,7,8,7,7,10,10,Easy,Good Culture,null,Male,33,United States,null,Masters,Hispanic or Latino
62a3fe0d5d257a28a30ea3c8,anonymous,10-Jun-22,10:29:00 PM,12:12:09 AM,Data Analyst,No,66k-85k,75.5,Tech,null,Python,8,6,7,7,8,8,Easy,Better Salary,null,Male,23,United States,null,Associates,White or Caucasian
62a3fea50a77c1a77f66e41b,anonymous,10-Jun-22,10:32:00 PM,12:00:43 AM,Data Analyst,Yes,0-40k,20,Healthcare,null,R,4,5,7,7,5,7,Neither easy nor difficult,Better Salary,null,Female,35,Other ,Please Specify):Brazik,Bachelors,Hispanic or Latino
62a40276bc6861bf3177e6fd,anonymous,10-Jun-22,10:48:00 PM,12:04:01 AM,Student/Looking/None,Yes,0-40k,20,Other ,Please Specify):Automobile Industry,Python,2,2,3,3,2,3,Difficult,Good Work/Life Balance,null,Male,22,India,null,Bachelors,Asian or Asian American
62a403bbf8d5efcc22f8eb18,anonymous,10-Jun-22,10:53:00 PM,12:02:40 AM,Data Analyst,Yes,0-40k,20,Tech,null,Python,5,10,5,6,6,8,Very Difficult,Better Salary,null,Male,33,India,null,Bachelors,Asian or Asian American
62a403d30f8c8599d5b03d65,anonymous,10-Jun-22,10:54:00 PM,12:00:59 AM,Data Engineer,No,0-40k,20,Real Estate,null,Python,1,7,7,7,1,2,Very Easy,Better Salary,null,Male,22,United States,null,Bachelors,White or Caucasian
62a4044acf25554317312a81,anonymous,10-Jun-22,10:56:00 PM,12:03:27 AM,Data Analyst,Yes,86k-105k,95.5,Other ,Please Specify):Distribution,R,7,8,8,7,5,9,Neither easy nor difficult,Remote Work,null,Male,35,United States,null,Bachelors,White or Caucasian
62a4061bf408bae018ee5deb,anonymous,10-Jun-22,11:03:00 PM,12:02:55 AM,Data Analyst,Yes,66k-85k,75.5,Agriculture,null,Other,8,5,6,4,4,8,Easy,Good Work/Life Balance,null,Female,37,United States,null,Masters,White or Caucasian
62a40726575fa3a5ae89d990,anonymous,10-Jun-22,11:08:00 PM,12:00:51 AM,Student/Looking/None,Yes,0-40k,20,Finance,null,Python,4,null,null,null,null,null,Very Easy,Better Salary,null,Male,22,United States,null,Associates,Other (Please Specify):7
62a4098124a2626027394ddc,anonymous,10-Jun-22,11:18:00 PM,12:02:12 AM,Data Analyst,Yes,66k-85k,75.5,Healthcare,null,Python,10,10,10,7,10,10,Neither easy nor difficult,Better Salary,null,Male,36,United States,null,Masters,White or Caucasian
62a40c99575fa3a5ae89de4b,anonymous,10-Jun-22,11:31:00 PM,12:02:29 AM,Data Scientist,Yes,86k-105k,95.5,Other ,Please Specify):Fmcg,Python,6,5,8,8,7,9,Easy,Good Work/Life Balance,null,Male,26,India,null,Bachelors,Hispanic or Latino
62a40d86d8c00e9f541afb5e,anonymous,10-Jun-22,11:35:00 PM,12:05:15 AM,Data Analyst,Yes,0-40k,20,Other ,Please Specify):Market research,R,3,2,6,5,5,6,Neither easy nor difficult,Good Culture,null,Female,25,Other ,Please Specify):South Korea,Bachelors,Asian or Asian American
62a40da3cf255543173132e2,anonymous,10-Jun-22,11:36:00 PM,12:02:55 AM,Data Analyst,Yes,41k-65k,53,Other ,Please Specify):NGO - Legislation ,R,4,6,6,5,5,6,Neither easy nor difficult,Remote Work,null,Female,34,United States,null,High School,White or Caucasian
62a40dfa5d257a28a30eb110,anonymous,10-Jun-22,11:37:00 PM,12:02:58 AM,Data Analyst,Yes,0-40k,20,Other ,Please Specify):Culinary,Python,4,8,8,8,7,8,Difficult,Remote Work,null,Male,33,Other ,Please Specify):Chile,Bachelors,Hispanic or Latino
62a410b5cec54911e9cb8262,anonymous,10-Jun-22,11:49:00 PM,12:02:00 AM,Student/Looking/None,No,41k-65k,53,Other ,Please Specify):Retail,Python,0,4,0,1,4,2,Very Difficult,Good Work/Life Balance,null,Male,37,United States,null,Bachelors,White or Caucasian
62a41135bc6861bf3177f3d8,anonymous,10-Jun-22,11:51:00 PM,12:01:27 AM,Data Analyst,No,66k-85k,75.5,Other ,Please Specify):Marketing,Python,5,5,7,6,4,6,Very Easy,Better Salary,null,Female,54,United States,null,High School,White or Caucasian
62a41795cec54911e9cb8854,anonymous,11-Jun-22,12:18:00 AM,12:00:59 AM,Data Analyst,Yes,0-40k,20,Finance,null,Python,2,null,null,null,null,null,Very Easy,Better Salary,null,Male,26,India,null,Bachelors,Asian or Asian American
62a41964d8c00e9f541b061d,anonymous,11-Jun-22,12:26:00 AM,12:01:49 AM,Data Analyst,No,41k-65k,53,Education,null,R,4,7,7,7,2,7,Neither easy nor difficult,Better Salary,null,Female,27,United States,null,Masters,Hispanic or Latino
62a41968f8d5efcc22f8fd44,anonymous,11-Jun-22,12:26:00 AM,12:02:20 AM,Database Developer,Yes,0-40k,20,Telecommunication,null,Other,2,3,6,6,3,5,Difficult,Better Salary,null,Male,24,United Kingdom,null,Bachelors,White or Caucasian
62a41e23bc6861bf3177fffb,anonymous,11-Jun-22,12:46:00 AM,12:01:41 AM,Data Analyst,Yes,0-40k,20,Finance,null,Python,5,5,5,5,5,10,Neither easy nor difficult,Better Salary,null,Male,24,Other ,Please Specify):Egypt,Bachelors,White or Caucasian
62a421cebc6861bf317803f5,anonymous,11-Jun-22,1:02:00 AM,12:01:29 AM,Other ,Yes,0-40k,20,Other ,Please Specify):Consulting,Python,3,4,5,3,2,3,Neither easy nor difficult,Better Salary,null,Male,27,Other ,Please Specify):Panama,Bachelors,White or Caucasian
62a42243f8d5efcc22f90c55,anonymous,11-Jun-22,1:04:00 AM,12:01:37 AM,Student/Looking/None,No,0-40k,20,Other ,Please Specify):none,Python,0,0,0,0,0,0,Very Difficult,Remote Work,null,Male,25,Other ,Please Specify):indonesia,Bachelors,Asian or Asian American
62a424ccd8c00e9f541b114e,anonymous,11-Jun-22,1:14:00 AM,12:02:47 AM,Data Analyst,Yes,0-40k,20,Tech,null,Python,1,7,7,7,7,1,Difficult,Better Salary,null,Female,28,United Kingdom,null,Masters,Black or African American
62a42527b4da29969c6423f7,anonymous,11-Jun-22,1:16:00 AM,12:01:23 AM,Other ,No,41k-65k,53,Education,null,Python,3,6,5,5,3,4,Easy,Remote Work,null,Male,21,United States,null,Bachelors,Asian or Asian American
62a425ec2e54c9003e5467bf,anonymous,11-Jun-22,1:19:00 AM,12:01:15 AM,Data Analyst,Yes,86k-105k,95.5,Healthcare,null,Other,4,4,5,5,4,6,Difficult,Good Work/Life Balance,null,Female,28,United States,null,Bachelors,White or Caucasian
62a427190a77c1a77f67095c,anonymous,11-Jun-22,1:24:00 AM,12:03:20 AM,Data Analyst,Yes,0-40k,20,Tech,null,Python,3,5,5,5,5,2,Neither easy nor difficult,Remote Work,null,Male,30,Other ,Please Specify):Ghana,Masters,Black or African American
62a429f0f3072dd892636396,anonymous,11-Jun-22,1:36:00 AM,12:02:39 AM,Data Analyst,No,0-40k,20,Education,null,Python,0,10,0,9,5,10,Easy,Remote Work,null,Male,24,Other ,Please Specify):Angola,Associates,Black or African American
62a42d6ef8d5efcc22f9178a,anonymous,11-Jun-22,1:51:00 AM,12:02:01 AM,Data Analyst,Yes,0-40k,20,Healthcare,null,Python,7,4,6,5,6,6,Difficult,Remote Work,null,Male,26,India,null,Bachelors,Other (Please Specify):Indian
62a436fd24a2626027397c93,anonymous,11-Jun-22,2:32:00 AM,12:03:23 AM,Data Analyst,Yes,0-40k,20,Tech,null,Python,null,null,null,null,null,5,Neither easy nor difficult,Good Work/Life Balance,null,Female,19,Other ,Please Specify):Bangladesh ,High School,Asian or Asian American
62a43e86f408bae018ee913a,anonymous,11-Jun-22,3:04:00 AM,12:04:03 AM,Student/Looking/None,No,0-40k,20,Other ,Please Specify):Customer support ,Python,5,6,6,5,1,3,Neither easy nor difficult,Good Work/Life Balance,null,Female,92,India,null,Masters,Asian or Asian American
62a43ed4f8d5efcc22f92d0a,anonymous,11-Jun-22,3:05:00 AM,12:02:33 AM,Data Analyst,Yes,0-40k,20,Healthcare,null,Python,1,8,5,1,7,8,Neither easy nor difficult,Remote Work,null,Male,28,Other ,Please Specify):Nigeria,Bachelors,Black or African American
62a43f43f408bae018ee9281,anonymous,11-Jun-22,3:07:00 AM,12:01:34 AM,Student/Looking/None,Yes,0-40k,20,Education,null,Python,0,1,2,2,1,1,Neither easy nor difficult,Better Salary,null,Female,24,India,null,Masters,Asian or Asian American
62a440ab575fa3a5ae8a1418,anonymous,11-Jun-22,3:13:00 AM,12:03:39 AM,Other ,No,41k-65k,53,Healthcare,null,Python,7,10,10,10,5,10,Easy,Better Salary,null,Male,25,United States,null,Masters,Asian or Asian American
62a441e3575fa3a5ae8a1552,anonymous,11-Jun-22,3:18:00 AM,12:04:04 AM,Data Analyst,Yes,41k-65k,53,Finance,null,Python,4,5,5,5,6,6,Neither easy nor difficult,Good Work/Life Balance,null,Male,42,United Kingdom,null,Masters,Black or African American
62a446faf8f7561645868c60,anonymous,11-Jun-22,3:40:00 AM,12:01:05 AM,Data Analyst,Yes,0-40k,20,Tech,null,Python,2,3,3,3,3,3,Difficult,Better Salary,null,Male,21,India,null,Bachelors,Asian or Asian American
62a448832e54c9003e5491c5,anonymous,11-Jun-22,3:47:00 AM,12:02:36 AM,Data Analyst,No,66k-85k,75.5,Healthcare,null,Python,7,8,9,7,7,6,Easy,Better Salary,null,Male,24,United States,null,Bachelors,White or Caucasian
62a44ae2f8f7561645869335,anonymous,11-Jun-22,3:57:00 AM,12:02:32 AM,Data Analyst,Yes,41k-65k,53,Healthcare,null,Python,4,7,6,6,6,7,Neither easy nor difficult,Better Salary,null,Female,26,United States,null,Bachelors,White or Caucasian
62a44bc7bc6861bf31783829,anonymous,11-Jun-22,4:01:00 AM,12:01:16 AM,Data Analyst,Yes,0-40k,20,Other ,Please Specify):Cosmetics ,Python,2,8,8,9,8,10,Difficult,Better Salary,null,Male,30,United Kingdom,null,Bachelors,White or Caucasian
62a44ea3f408bae018eea62a,anonymous,11-Jun-22,4:13:00 AM,12:05:51 AM,Data Engineer,Yes,86k-105k,95.5,Other ,Please Specify):Digital Mar,Other,6,10,10,10,10,10,Neither easy nor difficult,Good Culture,null,Male,27,United States,null,Bachelors,Black or African American
62a4514ff408bae018eea94d,anonymous,11-Jun-22,4:24:00 AM,12:02:01 AM,Data Engineer,Yes,0-40k,20,Tech,null,Python,0,4,1,0,1,3,Easy,Better Salary,null,Male,28,India,null,Bachelors,Asian or Asian American
62a45a140a77c1a77f67469d,anonymous,11-Jun-22,5:02:00 AM,12:02:27 AM,Data Analyst,No,66k-85k,75.5,Real Estate,null,Other,6,8,7,7,5,6,Easy,Better Salary,null,Female,29,United Kingdom,null,Bachelors,White or Caucasian
62a45c8bf3072dd89263a493,anonymous,11-Jun-22,5:12:00 AM,12:02:43 AM,Data Analyst,No,0-40k,20,Other ,Please Specify):Home maker ,Python,0,0,0,0,0,0,Easy,Good Work/Life Balance,null,Female,26,India,null,Bachelors,Asian or Asian American
62a45f8c0f8c8599d5b09d40,anonymous,11-Jun-22,5:25:00 AM,12:02:47 AM,Data Engineer,Yes,0-40k,20,Finance,null,Python,3,3,3,3,3,4,Neither easy nor difficult,Remote Work,null,Male,29,Other ,Please Specify):Africa ,Bachelors,Black or African American
62a4604d0a77c1a77f674e29,anonymous,11-Jun-22,5:28:00 AM,12:01:51 AM,Other ,No,66k-85k,75.5,Finance,null,Other,3,5,7,2,5,7,Easy,Remote Work,null,Male,60,United Kingdom,null,Masters,White or Caucasian
62a46a66f8d5efcc22f95a7a,anonymous,11-Jun-22,6:11:00 AM,12:01:55 AM,Data Analyst,Yes,0-40k,20,Healthcare,null,Python,5,8,8,5,5,6,Neither easy nor difficult,Better Salary,null,Male,25,Other ,Please Specify):Nigeria ,Bachelors,Black or African American
62a46ad7d8c00e9f541b664a,anonymous,11-Jun-22,6:13:00 AM,12:03:13 AM,Other ,No,0-40k,20,Construction,null,R,0,0,1,3,2,1,Neither easy nor difficult,Good Work/Life Balance,null,Female,37,Other ,Please Specify):Nigeria ,Masters,Other (Please Specify):African 
62a46dbecf25554317319e48,anonymous,11-Jun-22,6:26:00 AM,12:01:31 AM,Data Analyst,Yes,66k-85k,75.5,Finance,null,Python,6,8,3,4,5,1,Neither easy nor difficult,Better Salary,null,Female,30,Canada,null,Bachelors,Asian or Asian American
62a475dcf408bae018eed15c,anonymous,11-Jun-22,7:00:00 AM,12:04:48 AM,Data Analyst,Yes,0-40k,20,Healthcare,null,Python,0,1,2,1,0,3,Neither easy nor difficult,Better Salary,null,Female,27,Other ,Please Specify):Nigeria ,Masters,Black or African American
62a477f0b4da29969c64892f,anonymous,11-Jun-22,7:09:00 AM,12:01:04 AM,Data Scientist,Yes,225k+,225,Tech,null,R,5,6,5,5,6,6,Difficult,Other ,Please Specify):In office work,Male,31,United States,null,PhD,White or Caucasian
62a47947cec54911e9cbf6b2,anonymous,11-Jun-22,7:15:00 AM,12:02:11 AM,Student/Looking/None,No,0-40k,20,Other ,Please Specify):I am student. ,R,10,10,10,10,10,10,Neither easy nor difficult,Good Work/Life Balance,null,Male,24,United Kingdom,null,Masters,Asian or Asian American
62a47c587dc029e2d66d9782,anonymous,11-Jun-22,7:28:00 AM,12:03:11 AM,Data Analyst,No,0-40k,20,Finance,null,Other,0,6,6,6,5,6,Neither easy nor difficult,Better Salary,null,Female,20,United States,null,Bachelors,Black or African American
62a47e3ef3072dd89263c8c0,anonymous,11-Jun-22,7:36:00 AM,12:02:30 AM,Other ,No,0-40k,20,Tech,null,R,2,1,4,1,1,1,Easy,Good Work/Life Balance,null,Male,24,India,null,Bachelors,Asian or Asian American
62a47e812e54c9003e54d789,anonymous,11-Jun-22,7:37:00 AM,12:01:32 AM,Student/Looking/None,Yes,0-40k,20,Other ,Please Specify):Manufacturing,R,3,6,7,6,4,4,Neither easy nor difficult,Good Work/Life Balance,null,Male,24,Other ,Please Specify):Romania,Bachelors,White or Caucasian
62a47ea87dc029e2d66d9b60,anonymous,11-Jun-22,7:38:00 AM,12:01:30 AM,Student/Looking/None,No,0-40k,20,Other ,"Please Specify):Unemployed, trying to switch career",R,0,1,3,0,0,0,Neither easy nor difficult,Good Work/Life Balance,null,Male,41,Other ,Please Specify):Spain,Bachelors,Hispanic or Latino
62a47f1e0a77c1a77f677174,anonymous,11-Jun-22,7:40:00 AM,12:02:12 AM,Data Analyst,Yes,86k-105k,95.5,Tech,null,R,8,8,8,8,8,8,Difficult,Better Salary,null,Male,41,United States,null,Bachelors,White or Caucasian
62a48566b4da29969c64995a,anonymous,11-Jun-22,8:07:00 AM,12:01:52 AM,Other ,No,150k-225k,187.5,Other ,Please Specify):Retail,Python,9,8,9,10,8,10,Neither easy nor difficult,Good Culture,null,Male,43,United States,null,Bachelors,White or Caucasian
62a48612d8c00e9f541b86b8,anonymous,11-Jun-22,8:09:00 AM,12:01:53 AM,Data Analyst,No,66k-85k,75.5,Healthcare,null,Python,7,7,8,4,6,9,Easy,Remote Work,null,Female,38,United States,null,Bachelors,White or Caucasian
62a487167dc029e2d66da73e,anonymous,11-Jun-22,8:14:00 AM,12:01:53 AM,Data Analyst,Yes,0-40k,20,Other ,Please Specify):Retail,Python,5,5,5,5,5,6,Neither easy nor difficult,Better Salary,null,Female,28,Other ,Please Specify):Philippines,Bachelors,Asian or Asian American
62a488197dc029e2d66da8a1,anonymous,11-Jun-22,8:18:00 AM,12:01:30 AM,Data Analyst,Yes,86k-105k,95.5,Healthcare,null,Python,10,8,6,10,7,5,Neither easy nor difficult,Good Culture,null,Female,31,Other ,Please Specify):Germany,Bachelors,Hispanic or Latino
62a48c4c24a262602739e141,anonymous,11-Jun-22,8:36:00 AM,12:01:31 AM,Data Analyst,Yes,86k-105k,95.5,Other ,Please Specify):Government,Other,8,7,8,6,7,8,Difficult,Good Work/Life Balance,null,Female,28,United States,null,Masters,White or Caucasian
62a48cbdf408bae018eeeccf,anonymous,11-Jun-22,8:38:00 AM,12:00:55 AM,Data Analyst,No,41k-65k,53,Healthcare,null,C/C++,7,8,9,9,4,9,Easy,Remote Work,null,Male,23,United States,null,Masters,Asian or Asian American
62a48d4df8d5efcc22f98308,anonymous,11-Jun-22,8:40:00 AM,12:01:47 AM,Data Analyst,No,41k-65k,53,Other ,Please Specify):Utilities ,Python,5,5,4,5,6,6,Neither easy nor difficult,Better Salary,null,Male,25,United Kingdom,null,Bachelors,Black or African American
62a48d562e54c9003e54ea2b,anonymous,11-Jun-22,8:40:00 AM,12:01:22 AM,Other ,No,0-40k,20,Tech,null,R,2,5,2,8,9,10,Difficult,Remote Work,null,Male,26,Other ,Please Specify):Poland,Masters,White or Caucasian
62a48da6b4da29969c64a3a5,anonymous,11-Jun-22,8:42:00 AM,12:00:47 AM,Data Scientist,Yes,125k-150k,137.5,Finance,null,Python,9,4,8,7,5,6,Difficult,Good Work/Life Balance,null,Male,35,United States,null,Bachelors,White or Caucasian
